dataset,model_type,loss_type,latent_dim,K,n_cells,n_cells_eval,eval_split,n_genes,seed,batch_key,label_key,label_source,external_metrics_enabled,external_metrics_note,data_mode,requested_data_mode,effective_data_mode,backed_fallback_reason,git_commit,fit_formula_name,fit_score_r2,fit_rmse,elbo,silhouette_sampled,silhouette_n_used,silhouette_n_total,centrality_mode,centrality_n_used,centrality_n_total,error,error_type,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,silhouette_kmeans,silhouette_true_labels,reconstruction_loss,centrality_variance,status,runtime_seconds,_source_csv,_source_mtime,label_source_category,label_trust,is_ground_truth_labels,is_untrusted_labels,is_curated_labels,is_inferred_labels,is_synthetic,n_batches,zero_fraction,batch_silhouette,batch_silhouette_mixing,batch_knn_entropy,batch_metrics_mode,batch_metrics_n_used,batch_metrics_n_total,onboard_source_label_key,onboard_source_batch_key,onboard_source_label_ontology_key,onboard_source_label_ontology_nonnull_fraction,onboard_contract_label_key,onboard_contract_batch_key,ts2_ground_truth_evidence
paul15,scvi,nb,12,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1293.4605712890625,,,,,,,,none,,100,,,0.3474615216664101,0.5456363564654974,0.1781545728445053,0.1781545728445053,0.0630689263343811,1272.28955078125,0.0030410613864635,success,21.28801393508911,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,16,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1261.676025390625,,,,,,,,none,,100,,,0.3571540632091585,0.5422542133308381,0.1598434150218963,0.1598434150218963,0.0565212815999984,1238.2672119140625,0.0030085257836392,success,21.393006324768063,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,16,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1266.48486328125,,,,,,,,none,,100,,,0.2776768882088453,0.4798050684770158,0.1597375869750976,0.1597375869750976,0.0421464070677757,1243.6888427734375,0.0026961898365234,success,21.156299352645878,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,16,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1296.28955078125,,,,,,,,none,,100,,,0.3126419014125902,0.5191198663496661,0.161442145705223,0.161442145705223,0.0481956265866756,1272.3055419921875,0.0031389557933456,success,21.396302461624146,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,20,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1262.468017578125,,,,,,,,none,,100,,,0.3150368474437803,0.5231748271761092,0.1540246903896331,0.1540246903896331,0.057108886539936,1238.86767578125,0.003051573486027,success,21.874284267425537,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,20,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1267.451416015625,,,,,,,,none,,100,,,0.286612840176125,0.5081603839399175,0.1571293324232101,0.1571293324232101,0.0507138483226299,1243.3448486328125,0.0025904124021127,success,21.718382120132446,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,20,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1295.697998046875,,,,,,,,none,,100,,,0.370591883563609,0.5717407737542658,0.1446528136730194,0.1446528136730194,0.0614830255508422,1272.0703125,0.0030520669591158,success,21.37757539749145,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,24,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1261.6890869140625,,,,,,,,none,,100,,,0.329853063718534,0.5286763750993262,0.1604552716016769,0.1604552716016769,0.0618284121155738,1238.3397216796875,0.0030082077881295,success,21.51745891571045,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,24,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1295.8255615234375,,,,,,,,none,,100,,,0.305141257616921,0.515077982620507,0.1617506295442581,0.1617506295442581,0.0520711466670036,1271.6248779296875,0.0030721140506114,success,21.06110954284668,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,32,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1261.464599609375,,,,,,,,none,,100,,,0.3494657829294689,0.5443029591204909,0.18289715051651,0.18289715051651,0.0663983821868896,1239.5604248046875,0.0028646012191148,success,21.46102404594421,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,32,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1294.4150390625,,,,,,,,none,,100,,,0.3232944690381145,0.5282189576596585,0.1674705743789672,0.1674705743789672,0.057165827602148,1271.7308349609375,0.0031317227808869,success,21.80928134918213,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,zinb,6,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1255.1356201171875,,,,,,,,none,,100,,,0.3203071266309729,0.5317394093513597,0.2108398526906967,0.2108398526906967,0.0638464912772178,1241.6871337890625,0.0027440216601868,success,22.485068798065186,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,48,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1260.3187255859375,,,,,,,,none,,100,,,0.3612977664440246,0.5389991635758099,0.1870015412569046,0.1870015412569046,0.0676129460334777,1239.874755859375,0.0031361343787713,success,21.67960548400879,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,48,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1265.2371826171875,,,,,,,,none,,100,,,0.2518044928151037,0.476434029258059,0.1640077531337738,0.1640077531337738,0.0451564639806747,1243.50390625,0.0027823523877516,success,21.47583913803101,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,48,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1294.5440673828125,,,,,,,,none,,100,,,0.3478455720698604,0.5460294977933322,0.1778095215559005,0.1778095215559005,0.0545053333044052,1272.4061279296875,0.0031240014184981,success,21.29098391532898,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,64,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1260.04638671875,,,,,,,,none,,100,,,0.2885370881792368,0.5081763637563376,0.1798716187477111,0.1798716187477111,0.069578930735588,1240.1055908203125,0.0030554462730431,success,21.2516188621521,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,64,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1266.2977294921875,,,,,,,,none,,100,,,0.3142994837584404,0.5270141323787406,0.1931939274072647,0.1931939274072647,0.0552616901695728,1245.1903076171875,0.0024411223146797,success,21.41142988204956,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,nb,64,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1292.3978271484375,,,,,,,,none,,100,,,0.3405818709564941,0.5440807614471763,0.1773978471755981,0.1773978471755981,0.067768856883049,1271.9256591796875,0.0029011809843774,success,21.408194541931152,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,zinb,2,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1256.3226318359375,,,,,,,,none,,100,,,0.4106284685193301,0.6030241970635866,0.3998746275901794,0.3998746275901794,0.1043815985321998,1249.55908203125,0.0031178371006791,success,22.292946577072144,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,zinb,2,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1260.4921875,,,,,,,,none,,100,,,0.384925353967406,0.5831251709170047,0.3767087757587433,0.3767087757587433,0.070527508854866,1253.960693359375,0.0026209494602097,success,22.404102325439453,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,zinb,2,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1287.203369140625,,,,,,,,none,,100,,,0.4106236066523492,0.6143950514830195,0.3992772102355957,0.3992772102355957,0.1022748798131942,1280.524169921875,0.0021540529958382,success,22.489078283309937,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,zinb,4,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1254.8052978515625,,,,,,,,none,,100,,,0.3102722822752293,0.5417188483212311,0.2406338453292846,0.2406338453292846,0.0751742273569107,1243.900390625,0.0026017752269485,success,22.52488803863525,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,vae,nb,32,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1315.747303274525,100,2.207111358642578,56.5009765625,0.2944445380814928,0.484203147681821,0.2125308811664581,0.2125308811664581,0.0330832190811634,0.6421966487234765,0.0031810276642009,success,10.380040168762209,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,zinb,4,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1287.0115966796875,,,,,,,,none,,100,,,0.3663077347531578,0.580867046133651,0.2668374478816986,0.2668374478816986,0.0891024693846702,1276.0233154296875,0.0031048201445758,success,22.105168104171756,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,scvi,zinb,4,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,-1258.1053466796875,,,,,,,,none,,100,,,0.3419043393380069,0.5374326419972675,0.2793583571910858,0.2793583571910858,0.0651620104908943,1247.0301513671875,0.0031415311886489,success,22.342934370040894,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,vae,nb,24,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1310.763688866472,100,2.1912975311279297,56.4443359375,0.3043472566333046,0.5029370634228932,0.2146075516939163,0.2146075516939163,0.0465830340981483,0.6592287209444431,0.0031302349870249,success,9.623753786087036,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,vae,nb,24,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1367.3321018987524,100,2.211697578430176,56.4443359375,0.3027899406249283,0.4849832489719412,0.2014937549829483,0.2014937549829483,0.0219185482710599,0.6435801072435064,0.003183432357592,success,10.098603248596191,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,12,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1365.623554830586,100,2.173068046569824,193.810546875,0.2102073048772804,0.413212352381168,0.2174299210309982,0.2174299210309982,-0.0502252727746963,0.64712405532271,0.0030129008257961,success,8.412585973739624,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,24,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1320.3123609382155,100,2.216794013977051,193.83984375,0.2961019596370448,0.4507620650054275,0.244644895195961,0.244644895195961,-0.0203898400068283,0.652606263483837,0.0025239502198403,success,8.486639261245728,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,20,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1320.937957428314,100,2.1953372955322266,193.830078125,0.2363617876471089,0.4258457779431811,0.2270867675542831,0.2270867675542831,-0.0536929294466972,0.6674013508981838,0.0029797210906897,success,8.403199434280396,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,20,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1375.956057817508,100,2.163083076477051,193.830078125,0.2088614140371943,0.4126368028183121,0.2441376000642776,0.2441376000642776,-0.0411615893244743,0.6519787783151144,0.0030507376317999,success,8.033607482910156,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,20,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1322.0511116894174,100,2.1897048950195312,193.830078125,0.3214505999891753,0.4848214471147478,0.2548923790454864,0.2548923790454864,-0.0224254000931978,0.6539664279410254,0.0026498087438503,success,8.460760593414307,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,16,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1327.9223342168898,100,2.207879066467285,193.8203125,0.2215724786943091,0.4162036605010472,0.2335226088762283,0.2335226088762283,-0.0525513738393783,0.6713287708086845,0.0028920024644598,success,8.43870210647583,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,16,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1371.8699360941794,100,2.162734031677246,193.8203125,0.2114023099238236,0.4114982214983951,0.301992118358612,0.301992118358612,-0.0624586939811706,0.6494941689592578,0.0030229802149565,success,8.472541809082031,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,16,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1315.4862954834878,100,2.1876001358032227,193.8203125,0.2668465613818857,0.4425720141961665,0.2782999575138092,0.2782999575138092,-0.0337117947638034,0.6507134424461113,0.0029119442151657,success,8.404114723205566,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,12,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1316.8500609904418,100,2.184061050415039,193.810546875,0.1894687164104253,0.3769612790342868,0.2452873885631561,0.2452873885631561,-0.0661997646093368,0.6662952035338015,0.0030728589961046,success,8.117498874664307,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,12,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1323.8685910850218,100,2.1721019744873047,193.810546875,0.2558961296115695,0.4284406248040474,0.2563430666923523,0.2563430666923523,-0.0287498645484447,0.6528086007296384,0.0026565169158464,success,8.49219822883606,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,4,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1310.8631462125115,100,2.15366268157959,193.791015625,0.1982481795078977,0.3936133391973285,0.2666820585727691,0.2666820585727691,-0.0867092087864875,0.6630919459975246,0.0031538866683466,success,8.767338752746582,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,10,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1321.3088937836253,100,2.1938629150390625,193.8056640625,0.2528965390840117,0.448073427790956,0.2692831754684448,0.2692831754684448,-0.0688454806804657,0.6676588003888672,0.0027126376745726,success,8.22782015800476,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,10,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1369.554742498712,100,2.170478820800781,193.8056640625,0.2252216553510226,0.417839582235161,0.2914412915706634,0.2914412915706634,-0.0612182281911373,0.6475121857045771,0.0030924286185194,success,8.082431316375732,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,10,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1316.9155689281422,100,2.108510971069336,193.8056640625,0.2599480247918318,0.4295018170897883,0.246994748711586,0.246994748711586,-0.0215766858309507,0.6500183769634792,0.0024634903548194,success,9.414910554885864,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,8,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1314.598973536229,100,2.2089948654174805,193.80078125,0.2202100937717281,0.4190182382655547,0.2378386855125427,0.2378386855125427,-0.0427391342818737,0.6647687615492405,0.0029186302588375,success,8.276277542114258,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,8,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1365.1195788261218,100,2.164109230041504,193.80078125,0.2109329361048605,0.4097902547289693,0.2674618661403656,0.2674618661403656,-0.0460949465632438,0.6469065549172761,0.0029314467566278,success,8.190828561782837,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,8,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1319.3851099258814,100,2.200619697570801,193.80078125,0.3233425828672397,0.4722020371558502,0.2853375673294067,0.2853375673294067,-0.0110525786876678,0.6513031601032495,0.0024601332168847,success,8.856852531433105,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,6,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1321.9994035099016,100,2.231578826904297,193.7958984375,0.2175770056981284,0.4099649902239509,0.2270259261131286,0.2270259261131286,-0.0601946078240871,0.6685466989056095,0.0031627349352993,success,8.657501697540283,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,6,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1375.7625781607717,100,2.166314125061035,193.7958984375,0.194422120958599,0.4031534790760809,0.2993121445178985,0.2993121445178985,-0.060039073228836,0.6521432329883505,0.0030139459780124,success,7.920885562896728,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,24,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1370.9825891068567,100,2.1529970169067383,193.83984375,0.2041727229709004,0.415354486143058,0.2675667107105255,0.2675667107105255,-0.0526719167828559,0.6500231392217644,0.0030256325744405,success,8.109098434448242,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,24,19,2730,273,test,2000,44,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1325.1002317994505,100,2.1649045944213867,193.83984375,0.2722145517025569,0.4575086707021074,0.2705507278442383,0.2705507278442383,-0.0690322518348693,0.6703031864358392,0.0029725881050236,success,8.231557369232178,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,32,19,2730,273,test,2000,42,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1323.0095590444712,100,2.210566520690918,193.859375,0.2836455432909122,0.4635100193615453,0.2355449795722961,0.2355449795722961,-0.0175640378147363,0.6525895551884131,0.0025504252981174,success,8.597107410430908,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
paul15,ae,nb,32,19,2730,273,test,2000,43,,paul15_clusters,provided:paul15_clusters,True,enabled_ground_truth,in_memory,,,,unknown,,,,,,,,,,,,none,1371.6182253212282,100,2.173304557800293,193.859375,0.1909228992107793,0.3853665005912585,0.2423992753028869,0.2423992753028869,-0.045959785580635,0.6496297664694733,0.0029970886003389,success,8.10407829284668,/home/hpc/iwbn/iwbn129h/sc_autoencoder_project/results/datasets/paul15/tables/experiment_results.csv,1774814586.543301,provided,ground_truth,True,False,True,False,,,,,,,,,,,,,,,,
