dataset,model_type,loss_type,latent_dim,K,n_cells,n_genes,seed,batch_key,label_key,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,reconstruction_loss,centrality_variance,status,runtime_seconds
paul15,ae,mse,4,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.5743684652960781,30,2434.40625,65.306640625,-0.0014952668552915673,-0.003065774595809098,-0.17445237934589386,0.5714377855643248,0.00036225039005256365,success,5.176772594451904
paul15,ae,mse,4,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.5582868801805126,30,2434.40625,34.78515625,-0.00016015978622594968,0.0006318338005499322,-0.17594657838344574,0.5710024388718518,0.00036283593915357505,success,4.26423454284668
paul15,ae,mse,4,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.5806930407936319,30,2434.40625,34.78515625,-0.00035713833854400106,-0.0009626988019497309,-0.12676481902599335,0.5710373734379862,0.0003588104823690449,success,4.322439670562744
paul15,ae,mse,8,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.5735524953939976,30,2434.40625,34.794921875,0.0001013148960623795,0.0020740402362995564,-0.10385860502719879,0.5707295318662902,0.0003621254910066655,success,3.7368931770324707
paul15,ae,mse,8,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.5582856094880855,30,2434.40625,34.794921875,-0.000796916905945857,-0.0007241804473548461,-0.1761651635169983,0.570974582149869,0.00036008410574424956,success,3.535688638687134
paul15,ae,mse,8,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.5806254100450229,30,2434.40625,34.794921875,-0.00043370385346171283,-0.0006050691733382607,-0.1447276771068573,0.5708296948300177,0.00035287397145781525,success,3.513972520828247
paul15,ae,mse,16,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.5731111295493968,30,2434.40625,34.814453125,-0.0002385862437269938,-0.0018612207838344177,-0.15148934721946716,0.570379778666374,0.00036133694017901436,success,3.2252326011657715
paul15,ae,mse,16,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.5573024079476521,30,2434.40625,34.814453125,-0.0006109238127338684,0.0012269259244562824,-0.18965303897857666,0.570199533128913,0.00036312318151715257,success,3.2881553173065186
paul15,ae,mse,16,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.5799446053557343,30,2434.40625,34.814453125,0.0004384078149491757,0.0010986654816637063,-0.1424359828233719,0.5699787718909127,0.00036083808901148513,success,3.4016804695129395
paul15,ae,mse,24,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.5715035206668979,30,2434.40625,34.833984375,-0.00026594531618336054,0.0022337074778102125,-0.1729627400636673,0.568948916550521,0.00036314411906275963,success,3.9343249797821045
